System Version: 1011601622
No	Value		Title
8590	0		Z neg. abs. comp. pitch err. table no.90
8591	0		Z neg. abs. comp. pitch err. table no.91
8592	0		Z neg. abs. comp. pitch err. table no.92
8593	0		Z neg. abs. comp. pitch err. table no.93
8594	0		Z neg. abs. comp. pitch err. table no.94
8595	0		Z neg. abs. comp. pitch err. table no.95
8596	0		Z neg. abs. comp. pitch err. table no.96
8597	0		Z neg. abs. comp. pitch err. table no.97
8598	0		Z neg. abs. comp. pitch err. table no.98
8599	0		Z neg. abs. comp. pitch err. table no.99
8600	0		Z neg. abs. comp. pitch err. table no.100
8601	0		4th pos. abs. comp. pitch err. table no.1
8602	0		4th pos. abs. comp. pitch err. table no.2
8603	0		4th pos. abs. comp. pitch err. table no.3
8604	0		4th pos. abs. comp. pitch err. table no.4
8605	0		4th pos. abs. comp. pitch err. table no.5
8606	0		4th pos. abs. comp. pitch err. table no.6
8607	0		4th pos. abs. comp. pitch err. table no.7
8608	0		4th pos. abs. comp. pitch err. table no.8
8609	0		4th pos. abs. comp. pitch err. table no.9
8610	0		4th pos. abs. comp. pitch err. table no.10
8611	0		4th pos. abs. comp. pitch err. table no.11
8612	0		4th pos. abs. comp. pitch err. table no.12
8613	0		4th pos. abs. comp. pitch err. table no.13
8614	0		4th pos. abs. comp. pitch err. table no.14
8615	0		4th pos. abs. comp. pitch err. table no.15
8616	0		4th pos. abs. comp. pitch err. table no.16
8617	0		4th pos. abs. comp. pitch err. table no.17
8618	0		4th pos. abs. comp. pitch err. table no.18
8619	0		4th pos. abs. comp. pitch err. table no.19
8620	0		4th pos. abs. comp. pitch err. table no.20
8621	0		4th pos. abs. comp. pitch err. table no.21
8622	0		4th pos. abs. comp. pitch err. table no.22
8623	0		4th pos. abs. comp. pitch err. table no.23
8624	0		4th pos. abs. comp. pitch err. table no.24
8625	0		4th pos. abs. comp. pitch err. table no.25
8626	0		4th pos. abs. comp. pitch err. table no.26
8627	0		4th pos. abs. comp. pitch err. table no.27
8628	0		4th pos. abs. comp. pitch err. table no.28
8629	0		4th pos. abs. comp. pitch err. table no.29
8630	0		4th pos. abs. comp. pitch err. table no.30
8631	0		4th pos. abs. comp. pitch err. table no.31
8632	0		4th pos. abs. comp. pitch err. table no.32
8633	0		4th pos. abs. comp. pitch err. table no.33
8634	0		4th pos. abs. comp. pitch err. table no.34
8635	0		4th pos. abs. comp. pitch err. table no.35
8636	0		4th pos. abs. comp. pitch err. table no.36
8637	0		4th pos. abs. comp. pitch err. table no.37
8638	0		4th pos. abs. comp. pitch err. table no.38
8639	0		4th pos. abs. comp. pitch err. table no.39
8640	0		4th pos. abs. comp. pitch err. table no.40
8641	0		4th pos. abs. comp. pitch err. table no.41
8642	0		4th pos. abs. comp. pitch err. table no.42
8643	0		4th pos. abs. comp. pitch err. table no.43
8644	0		4th pos. abs. comp. pitch err. table no.44
8645	0		4th pos. abs. comp. pitch err. table no.45
8646	0		4th pos. abs. comp. pitch err. table no.46
8647	0		4th pos. abs. comp. pitch err. table no.47
8648	0		4th pos. abs. comp. pitch err. table no.48
8649	0		4th pos. abs. comp. pitch err. table no.49
8650	0		4th pos. abs. comp. pitch err. table no.50
8651	0		4th pos. abs. comp. pitch err. table no.51
8652	0		4th pos. abs. comp. pitch err. table no.52
8653	0		4th pos. abs. comp. pitch err. table no.53
8654	0		4th pos. abs. comp. pitch err. table no.54
8655	0		4th pos. abs. comp. pitch err. table no.55
8656	0		4th pos. abs. comp. pitch err. table no.56
8657	0		4th pos. abs. comp. pitch err. table no.57
8658	0		4th pos. abs. comp. pitch err. table no.58
8659	0		4th pos. abs. comp. pitch err. table no.59
8660	0		4th pos. abs. comp. pitch err. table no.60
8661	0		4th pos. abs. comp. pitch err. table no.61
8662	0		4th pos. abs. comp. pitch err. table no.62
8663	0		4th pos. abs. comp. pitch err. table no.63
8664	0		4th pos. abs. comp. pitch err. table no.64
8665	0		4th pos. abs. comp. pitch err. table no.65
8666	0		4th pos. abs. comp. pitch err. table no.66
8667	0		4th pos. abs. comp. pitch err. table no.67
8668	0		4th pos. abs. comp. pitch err. table no.68
8669	0		4th pos. abs. comp. pitch err. table no.69
8670	0		4th pos. abs. comp. pitch err. table no.70
8671	0		4th pos. abs. comp. pitch err. table no.71
8672	0		4th pos. abs. comp. pitch err. table no.72
8673	0		4th pos. abs. comp. pitch err. table no.73
8674	0		4th pos. abs. comp. pitch err. table no.74
8675	0		4th pos. abs. comp. pitch err. table no.75
8676	0		4th pos. abs. comp. pitch err. table no.76
8677	0		4th pos. abs. comp. pitch err. table no.77
8678	0		4th pos. abs. comp. pitch err. table no.78
8679	0		4th pos. abs. comp. pitch err. table no.79
8680	0		4th pos. abs. comp. pitch err. table no.80
8681	0		4th pos. abs. comp. pitch err. table no.81
8682	0		4th pos. abs. comp. pitch err. table no.82
8683	0		4th pos. abs. comp. pitch err. table no.83
8684	0		4th pos. abs. comp. pitch err. table no.84
8685	0		4th pos. abs. comp. pitch err. table no.85
8686	0		4th pos. abs. comp. pitch err. table no.86
8687	0		4th pos. abs. comp. pitch err. table no.87
8688	0		4th pos. abs. comp. pitch err. table no.88
8689	0		4th pos. abs. comp. pitch err. table no.89
8690	0		4th pos. abs. comp. pitch err. table no.90
8691	0		4th pos. abs. comp. pitch err. table no.91
8692	0		4th pos. abs. comp. pitch err. table no.92
8693	0		4th pos. abs. comp. pitch err. table no.93
8694	0		4th pos. abs. comp. pitch err. table no.94
8695	0		4th pos. abs. comp. pitch err. table no.95
8696	0		4th pos. abs. comp. pitch err. table no.96
8697	0		4th pos. abs. comp. pitch err. table no.97
8698	0		4th pos. abs. comp. pitch err. table no.98
8699	0		4th pos. abs. comp. pitch err. table no.99
8700	0		4th pos. abs. comp. pitch err. table no.100
8701	0		4th neg. abs. comp. pitch err. table no.1
8702	0		4th neg. abs. comp. pitch err. table no.2
8703	0		4th neg. abs. comp. pitch err. table no.3
8704	0		4th neg. abs. comp. pitch err. table no.4
8705	0		4th neg. abs. comp. pitch err. table no.5
8706	0		4th neg. abs. comp. pitch err. table no.6
8707	0		4th neg. abs. comp. pitch err. table no.7
8708	0		4th neg. abs. comp. pitch err. table no.8
8709	0		4th neg. abs. comp. pitch err. table no.9
8710	0		4th neg. abs. comp. pitch err. table no.10
8711	0		4th neg. abs. comp. pitch err. table no.11
8712	0		4th neg. abs. comp. pitch err. table no.12
8713	0		4th neg. abs. comp. pitch err. table no.13
8714	0		4th neg. abs. comp. pitch err. table no.14
8715	0		4th neg. abs. comp. pitch err. table no.15
8716	0		4th neg. abs. comp. pitch err. table no.16
8717	0		4th neg. abs. comp. pitch err. table no.17
8718	0		4th neg. abs. comp. pitch err. table no.18
8719	0		4th neg. abs. comp. pitch err. table no.19
8720	0		4th neg. abs. comp. pitch err. table no.20
8721	0		4th neg. abs. comp. pitch err. table no.21
8722	0		4th neg. abs. comp. pitch err. table no.22
8723	0		4th neg. abs. comp. pitch err. table no.23
8724	0		4th neg. abs. comp. pitch err. table no.24
8725	0		4th neg. abs. comp. pitch err. table no.25
8726	0		4th neg. abs. comp. pitch err. table no.26
8727	0		4th neg. abs. comp. pitch err. table no.27
8728	0		4th neg. abs. comp. pitch err. table no.28
8729	0		4th neg. abs. comp. pitch err. table no.29
8730	0		4th neg. abs. comp. pitch err. table no.30
8731	0		4th neg. abs. comp. pitch err. table no.31
8732	0		4th neg. abs. comp. pitch err. table no.32
8733	0		4th neg. abs. comp. pitch err. table no.33
8734	0		4th neg. abs. comp. pitch err. table no.34
8735	0		4th neg. abs. comp. pitch err. table no.35
8736	0		4th neg. abs. comp. pitch err. table no.36
8737	0		4th neg. abs. comp. pitch err. table no.37
8738	0		4th neg. abs. comp. pitch err. table no.38
8739	0		4th neg. abs. comp. pitch err. table no.39
8740	0		4th neg. abs. comp. pitch err. table no.40
8741	0		4th neg. abs. comp. pitch err. table no.41
8742	0		4th neg. abs. comp. pitch err. table no.42
8743	0		4th neg. abs. comp. pitch err. table no.43
8744	0		4th neg. abs. comp. pitch err. table no.44
8745	0		4th neg. abs. comp. pitch err. table no.45
8746	0		4th neg. abs. comp. pitch err. table no.46
8747	0		4th neg. abs. comp. pitch err. table no.47
8748	0		4th neg. abs. comp. pitch err. table no.48
8749	0		4th neg. abs. comp. pitch err. table no.49
8750	0		4th neg. abs. comp. pitch err. table no.50
8751	0		4th neg. abs. comp. pitch err. table no.51
8752	0		4th neg. abs. comp. pitch err. table no.52
8753	0		4th neg. abs. comp. pitch err. table no.53
8754	0		4th neg. abs. comp. pitch err. table no.54
8755	0		4th neg. abs. comp. pitch err. table no.55
8756	0		4th neg. abs. comp. pitch err. table no.56
8757	0		4th neg. abs. comp. pitch err. table no.57
8758	0		4th neg. abs. comp. pitch err. table no.58
8759	0		4th neg. abs. comp. pitch err. table no.59
8760	0		4th neg. abs. comp. pitch err. table no.60
8761	0		4th neg. abs. comp. pitch err. table no.61
8762	0		4th neg. abs. comp. pitch err. table no.62
8763	0		4th neg. abs. comp. pitch err. table no.63
8764	0		4th neg. abs. comp. pitch err. table no.64
8765	0		4th neg. abs. comp. pitch err. table no.65
8766	0		4th neg. abs. comp. pitch err. table no.66
8767	0		4th neg. abs. comp. pitch err. table no.67
8768	0		4th neg. abs. comp. pitch err. table no.68
8769	0		4th neg. abs. comp. pitch err. table no.69
8770	0		4th neg. abs. comp. pitch err. table no.70
8771	0		4th neg. abs. comp. pitch err. table no.71
8772	0		4th neg. abs. comp. pitch err. table no.72
8773	0		4th neg. abs. comp. pitch err. table no.73
8774	0		4th neg. abs. comp. pitch err. table no.74
8775	0		4th neg. abs. comp. pitch err. table no.75
8776	0		4th neg. abs. comp. pitch err. table no.76
8777	0		4th neg. abs. comp. pitch err. table no.77
8778	0		4th neg. abs. comp. pitch err. table no.78
8779	0		4th neg. abs. comp. pitch err. table no.79
8780	0		4th neg. abs. comp. pitch err. table no.80
8781	0		4th neg. abs. comp. pitch err. table no.81
8782	0		4th neg. abs. comp. pitch err. table no.82
8783	0		4th neg. abs. comp. pitch err. table no.83
8784	0		4th neg. abs. comp. pitch err. table no.84
8785	0		4th neg. abs. comp. pitch err. table no.85
8786	0		4th neg. abs. comp. pitch err. table no.86
8787	0		4th neg. abs. comp. pitch err. table no.87
8788	0		4th neg. abs. comp. pitch err. table no.88
8789	0		4th neg. abs. comp. pitch err. table no.89
8790	0		4th neg. abs. comp. pitch err. table no.90
8791	0		4th neg. abs. comp. pitch err. table no.91
8792	0		4th neg. abs. comp. pitch err. table no.92
8793	0		4th neg. abs. comp. pitch err. table no.93
8794	0		4th neg. abs. comp. pitch err. table no.94
8795	0		4th neg. abs. comp. pitch err. table no.95
8796	0		4th neg. abs. comp. pitch err. table no.96
8797	0		4th neg. abs. comp. pitch err. table no.97
8798	0		4th neg. abs. comp. pitch err. table no.98
8799	0		4th neg. abs. comp. pitch err. table no.99
8800	0		4th neg. abs. comp. pitch err. table no.100
8801	0		5th pos. abs. comp. pitch err. table no.1
8802	0		5th pos. abs. comp. pitch err. table no.2
8803	0		5th pos. abs. comp. pitch err. table no.3
8804	0		5th pos. abs. comp. pitch err. table no.4
8805	0		5th pos. abs. comp. pitch err. table no.5
8806	0		5th pos. abs. comp. pitch err. table no.6
8807	0		5th pos. abs. comp. pitch err. table no.7
8808	0		5th pos. abs. comp. pitch err. table no.8
8809	0		5th pos. abs. comp. pitch err. table no.9
8810	0		5th pos. abs. comp. pitch err. table no.10
8811	0		5th pos. abs. comp. pitch err. table no.11
8812	0		5th pos. abs. comp. pitch err. table no.12
8813	0		5th pos. abs. comp. pitch err. table no.13
8814	0		5th pos. abs. comp. pitch err. table no.14
8815	0		5th pos. abs. comp. pitch err. table no.15
8816	0		5th pos. abs. comp. pitch err. table no.16
8817	0		5th pos. abs. comp. pitch err. table no.17
8818	0		5th pos. abs. comp. pitch err. table no.18
8819	0		5th pos. abs. comp. pitch err. table no.19
8820	0		5th pos. abs. comp. pitch err. table no.20
8821	0		5th pos. abs. comp. pitch err. table no.21
8822	0		5th pos. abs. comp. pitch err. table no.22
8823	0		5th pos. abs. comp. pitch err. table no.23
8824	0		5th pos. abs. comp. pitch err. table no.24
8825	0		5th pos. abs. comp. pitch err. table no.25
8826	0		5th pos. abs. comp. pitch err. table no.26
8827	0		5th pos. abs. comp. pitch err. table no.27
8828	0		5th pos. abs. comp. pitch err. table no.28
8829	0		5th pos. abs. comp. pitch err. table no.29
8830	0		5th pos. abs. comp. pitch err. table no.30
8831	0		5th pos. abs. comp. pitch err. table no.31
8832	0		5th pos. abs. comp. pitch err. table no.32
8833	0		5th pos. abs. comp. pitch err. table no.33
8834	0		5th pos. abs. comp. pitch err. table no.34
8835	0		5th pos. abs. comp. pitch err. table no.35
8836	0		5th pos. abs. comp. pitch err. table no.36
8837	0		5th pos. abs. comp. pitch err. table no.37
8838	0		5th pos. abs. comp. pitch err. table no.38
8839	0		5th pos. abs. comp. pitch err. table no.39
8840	0		5th pos. abs. comp. pitch err. table no.40
8841	0		5th pos. abs. comp. pitch err. table no.41
8842	0		5th pos. abs. comp. pitch err. table no.42
8843	0		5th pos. abs. comp. pitch err. table no.43
8844	0		5th pos. abs. comp. pitch err. table no.44
8845	0		5th pos. abs. comp. pitch err. table no.45
8846	0		5th pos. abs. comp. pitch err. table no.46
8847	0		5th pos. abs. comp. pitch err. table no.47
8848	0		5th pos. abs. comp. pitch err. table no.48
8849	0		5th pos. abs. comp. pitch err. table no.49
8850	0		5th pos. abs. comp. pitch err. table no.50
8851	0		5th pos. abs. comp. pitch err. table no.51
8852	0		5th pos. abs. comp. pitch err. table no.52
8853	0		5th pos. abs. comp. pitch err. table no.53
8854	0		5th pos. abs. comp. pitch err. table no.54
8855	0		5th pos. abs. comp. pitch err. table no.55
8856	0		5th pos. abs. comp. pitch err. table no.56
8857	0		5th pos. abs. comp. pitch err. table no.57
8858	0		5th pos. abs. comp. pitch err. table no.58
8859	0		5th pos. abs. comp. pitch err. table no.59
8860	0		5th pos. abs. comp. pitch err. table no.60
8861	0		5th pos. abs. comp. pitch err. table no.61
8862	0		5th pos. abs. comp. pitch err. table no.62
8863	0		5th pos. abs. comp. pitch err. table no.63
8864	0		5th pos. abs. comp. pitch err. table no.64
8865	0		5th pos. abs. comp. pitch err. table no.65
8866	0		5th pos. abs. comp. pitch err. table no.66
8867	0		5th pos. abs. comp. pitch err. table no.67
8868	0		5th pos. abs. comp. pitch err. table no.68
8869	0		5th pos. abs. comp. pitch err. table no.69
8870	0		5th pos. abs. comp. pitch err. table no.70
8871	0		5th pos. abs. comp. pitch err. table no.71
8872	0		5th pos. abs. comp. pitch err. table no.72
8873	0		5th pos. abs. comp. pitch err. table no.73
8874	0		5th pos. abs. comp. pitch err. table no.74
8875	0		5th pos. abs. comp. pitch err. table no.75
8876	0		5th pos. abs. comp. pitch err. table no.76
8877	0		5th pos. abs. comp. pitch err. table no.77
8878	0		5th pos. abs. comp. pitch err. table no.78
8879	0		5th pos. abs. comp. pitch err. table no.79
8880	0		5th pos. abs. comp. pitch err. table no.80
8881	0		5th pos. abs. comp. pitch err. table no.81
8882	0		5th pos. abs. comp. pitch err. table no.82
8883	0		5th pos. abs. comp. pitch err. table no.83
8884	0		5th pos. abs. comp. pitch err. table no.84
8885	0		5th pos. abs. comp. pitch err. table no.85
8886	0		5th pos. abs. comp. pitch err. table no.86
8887	0		5th pos. abs. comp. pitch err. table no.87
8888	0		5th pos. abs. comp. pitch err. table no.88
8889	0		5th pos. abs. comp. pitch err. table no.89
8890	0		5th pos. abs. comp. pitch err. table no.90
8891	0		5th pos. abs. comp. pitch err. table no.91
8892	0		5th pos. abs. comp. pitch err. table no.92
8893	0		5th pos. abs. comp. pitch err. table no.93
8894	0		5th pos. abs. comp. pitch err. table no.94
8895	0		5th pos. abs. comp. pitch err. table no.95
8896	0		5th pos. abs. comp. pitch err. table no.96
8897	0		5th pos. abs. comp. pitch err. table no.97
8898	0		5th pos. abs. comp. pitch err. table no.98
8899	0		5th pos. abs. comp. pitch err. table no.99
8900	0		5th pos. abs. comp. pitch err. table no.100
8901	0		5th neg. abs. comp. pitch err. table no.1
8902	0		5th neg. abs. comp. pitch err. table no.2
8903	0		5th neg. abs. comp. pitch err. table no.3
8904	0		5th neg. abs. comp. pitch err. table no.4
8905	0		5th neg. abs. comp. pitch err. table no.5
8906	0		5th neg. abs. comp. pitch err. table no.6
8907	0		5th neg. abs. comp. pitch err. table no.7
8908	0		5th neg. abs. comp. pitch err. table no.8
8909	0		5th neg. abs. comp. pitch err. table no.9
8910	0		5th neg. abs. comp. pitch err. table no.10
8911	0		5th neg. abs. comp. pitch err. table no.11
8912	0		5th neg. abs. comp. pitch err. table no.12
8913	0		5th neg. abs. comp. pitch err. table no.13
8914	0		5th neg. abs. comp. pitch err. table no.14
8915	0		5th neg. abs. comp. pitch err. table no.15
8916	0		5th neg. abs. comp. pitch err. table no.16
8917	0		5th neg. abs. comp. pitch err. table no.17
8918	0		5th neg. abs. comp. pitch err. table no.18
8919	0		5th neg. abs. comp. pitch err. table no.19
8920	0		5th neg. abs. comp. pitch err. table no.20
8921	0		5th neg. abs. comp. pitch err. table no.21
8922	0		5th neg. abs. comp. pitch err. table no.22
8923	0		5th neg. abs. comp. pitch err. table no.23
8924	0		5th neg. abs. comp. pitch err. table no.24
8925	0		5th neg. abs. comp. pitch err. table no.25
8926	0		5th neg. abs. comp. pitch err. table no.26
8927	0		5th neg. abs. comp. pitch err. table no.27
8928	0		5th neg. abs. comp. pitch err. table no.28
8929	0		5th neg. abs. comp. pitch err. table no.29
8930	0		5th neg. abs. comp. pitch err. table no.30
8931	0		5th neg. abs. comp. pitch err. table no.31
8932	0		5th neg. abs. comp. pitch err. table no.32
8933	0		5th neg. abs. comp. pitch err. table no.33
8934	0		5th neg. abs. comp. pitch err. table no.34
8935	0		5th neg. abs. comp. pitch err. table no.35
8936	0		5th neg. abs. comp. pitch err. table no.36
8937	0		5th neg. abs. comp. pitch err. table no.37
8938	0		5th neg. abs. comp. pitch err. table no.38
8939	0		5th neg. abs. comp. pitch err. table no.39
8940	0		5th neg. abs. comp. pitch err. table no.40
8941	0		5th neg. abs. comp. pitch err. table no.41
8942	0		5th neg. abs. comp. pitch err. table no.42
8943	0		5th neg. abs. comp. pitch err. table no.43
8944	0		5th neg. abs. comp. pitch err. table no.44
8945	0		5th neg. abs. comp. pitch err. table no.45
8946	0		5th neg. abs. comp. pitch err. table no.46
8947	0		5th neg. abs. comp. pitch err. table no.47
8948	0		5th neg. abs. comp. pitch err. table no.48
8949	0		5th neg. abs. comp. pitch err. table no.49
8950	0		5th neg. abs. comp. pitch err. table no.50
8951	0		5th neg. abs. comp. pitch err. table no.51
8952	0		5th neg. abs. comp. pitch err. table no.52
8953	0		5th neg. abs. comp. pitch err. table no.53
8954	0		5th neg. abs. comp. pitch err. table no.54
8955	0		5th neg. abs. comp. pitch err. table no.55
8956	0		5th neg. abs. comp. pitch err. table no.56
8957	0		5th neg. abs. comp. pitch err. table no.57
8958	0		5th neg. abs. comp. pitch err. table no.58
8959	0		5th neg. abs. comp. pitch err. table no.59
8960	0		5th neg. abs. comp. pitch err. table no.60
8961	0		5th neg. abs. comp. pitch err. table no.61
8962	0		5th neg. abs. comp. pitch err. table no.62
8963	0		5th neg. abs. comp. pitch err. table no.63
8964	0		5th neg. abs. comp. pitch err. table no.64
8965	0		5th neg. abs. comp. pitch err. table no.65
8966	0		5th neg. abs. comp. pitch err. table no.66
8967	0		5th neg. abs. comp. pitch err. table no.67
8968	0		5th neg. abs. comp. pitch err. table no.68
8969	0		5th neg. abs. comp. pitch err. table no.69
8970	0		5th neg. abs. comp. pitch err. table no.70
8971	0		5th neg. abs. comp. pitch err. table no.71
8972	0		5th neg. abs. comp. pitch err. table no.72
8973	0		5th neg. abs. comp. pitch err. table no.73
8974	0		5th neg. abs. comp. pitch err. table no.74
8975	0		5th neg. abs. comp. pitch err. table no.75
8976	0		5th neg. abs. comp. pitch err. table no.76
8977	0		5th neg. abs. comp. pitch err. table no.77
8978	0		5th neg. abs. comp. pitch err. table no.78
8979	0		5th neg. abs. comp. pitch err. table no.79
8980	0		5th neg. abs. comp. pitch err. table no.80
8981	0		5th neg. abs. comp. pitch err. table no.81
8982	0		5th neg. abs. comp. pitch err. table no.82
8983	0		5th neg. abs. comp. pitch err. table no.83
8984	0		5th neg. abs. comp. pitch err. table no.84
8985	0		5th neg. abs. comp. pitch err. table no.85
8986	0		5th neg. abs. comp. pitch err. table no.86
8987	0		5th neg. abs. comp. pitch err. table no.87
8988	0		5th neg. abs. comp. pitch err. table no.88
8989	0		5th neg. abs. comp. pitch err. table no.89
8990	0		5th neg. abs. comp. pitch err. table no.90
8991	0		5th neg. abs. comp. pitch err. table no.91
8992	0		5th neg. abs. comp. pitch err. table no.92
8993	0		5th neg. abs. comp. pitch err. table no.93
8994	0		5th neg. abs. comp. pitch err. table no.94
8995	0		5th neg. abs. comp. pitch err. table no.95
8996	0		5th neg. abs. comp. pitch err. table no.96
8997	0		5th neg. abs. comp. pitch err. table no.97
8998	0		5th neg. abs. comp. pitch err. table no.98
8999	0		5th neg. abs. comp. pitch err. table no.99
9000	0		5th neg. abs. comp. pitch err. table no.100
9001	0		6th pos. abs. comp. pitch err. table no.1
9002	0		6th pos. abs. comp. pitch err. table no.2
9003	0		6th pos. abs. comp. pitch err. table no.3
9004	0		6th pos. abs. comp. pitch err. table no.4
9005	0		6th pos. abs. comp. pitch err. table no.5
9006	0		6th pos. abs. comp. pitch err. table no.6
9007	0		6th pos. abs. comp. pitch err. table no.7
9008	0		6th pos. abs. comp. pitch err. table no.8
9009	0		6th pos. abs. comp. pitch err. table no.9
9010	0		6th pos. abs. comp. pitch err. table no.10
9011	0		6th pos. abs. comp. pitch err. table no.11
9012	0		6th pos. abs. comp. pitch err. table no.12
9013	0		6th pos. abs. comp. pitch err. table no.13
9014	0		6th pos. abs. comp. pitch err. table no.14
9015	0		6th pos. abs. comp. pitch err. table no.15
9016	0		6th pos. abs. comp. pitch err. table no.16
9017	0		6th pos. abs. comp. pitch err. table no.17
9018	0		6th pos. abs. comp. pitch err. table no.18
9019	0		6th pos. abs. comp. pitch err. table no.19
9020	0		6th pos. abs. comp. pitch err. table no.20
9021	0		6th pos. abs. comp. pitch err. table no.21
9022	0		6th pos. abs. comp. pitch err. table no.22
9023	0		6th pos. abs. comp. pitch err. table no.23
9024	0		6th pos. abs. comp. pitch err. table no.24
9025	0		6th pos. abs. comp. pitch err. table no.25
9026	0		6th pos. abs. comp. pitch err. table no.26
9027	0		6th pos. abs. comp. pitch err. table no.27
9028	0		6th pos. abs. comp. pitch err. table no.28
9029	0		6th pos. abs. comp. pitch err. table no.29
9030	0		6th pos. abs. comp. pitch err. table no.30
9031	0		6th pos. abs. comp. pitch err. table no.31
9032	0		6th pos. abs. comp. pitch err. table no.32
9033	0		6th pos. abs. comp. pitch err. table no.33
9034	0		6th pos. abs. comp. pitch err. table no.34
9035	0		6th pos. abs. comp. pitch err. table no.35
9036	0		6th pos. abs. comp. pitch err. table no.36
9037	0		6th pos. abs. comp. pitch err. table no.37
9038	0		6th pos. abs. comp. pitch err. table no.38
9039	0		6th pos. abs. comp. pitch err. table no.39
9040	0		6th pos. abs. comp. pitch err. table no.40
9041	0		6th pos. abs. comp. pitch err. table no.41
9042	0		6th pos. abs. comp. pitch err. table no.42
9043	0		6th pos. abs. comp. pitch err. table no.43
9044	0		6th pos. abs. comp. pitch err. table no.44
9045	0		6th pos. abs. comp. pitch err. table no.45
9046	0		6th pos. abs. comp. pitch err. table no.46
9047	0		6th pos. abs. comp. pitch err. table no.47
9048	0		6th pos. abs. comp. pitch err. table no.48
9049	0		6th pos. abs. comp. pitch err. table no.49
9050	0		6th pos. abs. comp. pitch err. table no.50
9051	0		6th pos. abs. comp. pitch err. table no.51
9052	0		6th pos. abs. comp. pitch err. table no.52
9053	0		6th pos. abs. comp. pitch err. table no.53
9054	0		6th pos. abs. comp. pitch err. table no.54
9055	0		6th pos. abs. comp. pitch err. table no.55
9056	0		6th pos. abs. comp. pitch err. table no.56
9057	0		6th pos. abs. comp. pitch err. table no.57
9058	0		6th pos. abs. comp. pitch err. table no.58
9059	0		6th pos. abs. comp. pitch err. table no.59
9060	0		6th pos. abs. comp. pitch err. table no.60
9061	0		6th pos. abs. comp. pitch err. table no.61
9062	0		6th pos. abs. comp. pitch err. table no.62
9063	0		6th pos. abs. comp. pitch err. table no.63
9064	0		6th pos. abs. comp. pitch err. table no.64
9065	0		6th pos. abs. comp. pitch err. table no.65
9066	0		6th pos. abs. comp. pitch err. table no.66
9067	0		6th pos. abs. comp. pitch err. table no.67
9068	0		6th pos. abs. comp. pitch err. table no.68
9069	0		6th pos. abs. comp. pitch err. table no.69
9070	0		6th pos. abs. comp. pitch err. table no.70
9071	0		6th pos. abs. comp. pitch err. table no.71
9072	0		6th pos. abs. comp. pitch err. table no.72
9073	0		6th pos. abs. comp. pitch err. table no.73
9074	0		6th pos. abs. comp. pitch err. table no.74
9075	0		6th pos. abs. comp. pitch err. table no.75
9076	0		6th pos. abs. comp. pitch err. table no.76
9077	0		6th pos. abs. comp. pitch err. table no.77
9078	0		6th pos. abs. comp. pitch err. table no.78
9079	0		6th pos. abs. comp. pitch err. table no.79
9080	0		6th pos. abs. comp. pitch err. table no.80
9081	0		6th pos. abs. comp. pitch err. table no.81
9082	0		6th pos. abs. comp. pitch err. table no.82
9083	0		6th pos. abs. comp. pitch err. table no.83
9084	0		6th pos. abs. comp. pitch err. table no.84
9085	0		6th pos. abs. comp. pitch err. table no.85
9086	0		6th pos. abs. comp. pitch err. table no.86
9087	0		6th pos. abs. comp. pitch err. table no.87
9088	0		6th pos. abs. comp. pitch err. table no.88
9089	0		6th pos. abs. comp. pitch err. table no.89
9090	0		6th pos. abs. comp. pitch err. table no.90
9091	0		6th pos. abs. comp. pitch err. table no.91
9092	0		6th pos. abs. comp. pitch err. table no.92
9093	0		6th pos. abs. comp. pitch err. table no.93
9094	0		6th pos. abs. comp. pitch err. table no.94
9095	0		6th pos. abs. comp. pitch err. table no.95
9096	0		6th pos. abs. comp. pitch err. table no.96
9097	0		6th pos. abs. comp. pitch err. table no.97
9098	0		6th pos. abs. comp. pitch err. table no.98
9099	0		6th pos. abs. comp. pitch err. table no.99
9100	0		6th pos. abs. comp. pitch err. table no.100
9101	0		6th neg. abs. comp. pitch err. table no.1
9102	0		6th neg. abs. comp. pitch err. table no.2
9103	0		6th neg. abs. comp. pitch err. table no.3
9104	0		6th neg. abs. comp. pitch err. table no.4
9105	0		6th neg. abs. comp. pitch err. table no.5
9106	0		6th neg. abs. comp. pitch err. table no.6
9107	0		6th neg. abs. comp. pitch err. table no.7
9108	0		6th neg. abs. comp. pitch err. table no.8
9109	0		6th neg. abs. comp. pitch err. table no.9
9110	0		6th neg. abs. comp. pitch err. table no.10
9111	0		6th neg. abs. comp. pitch err. table no.11
9112	0		6th neg. abs. comp. pitch err. table no.12
9113	0		6th neg. abs. comp. pitch err. table no.13
9114	0		6th neg. abs. comp. pitch err. table no.14
9115	0		6th neg. abs. comp. pitch err. table no.15
9116	0		6th neg. abs. comp. pitch err. table no.16
9117	0		6th neg. abs. comp. pitch err. table no.17
9118	0		6th neg. abs. comp. pitch err. table no.18
9119	0		6th neg. abs. comp. pitch err. table no.19
9120	0		6th neg. abs. comp. pitch err. table no.20
9121	0		6th neg. abs. comp. pitch err. table no.21
9122	0		6th neg. abs. comp. pitch err. table no.22
9123	0		6th neg. abs. comp. pitch err. table no.23
9124	0		6th neg. abs. comp. pitch err. table no.24
9125	0		6th neg. abs. comp. pitch err. table no.25
9126	0		6th neg. abs. comp. pitch err. table no.26
